"","artist","album","track_n","line","lyric","track_title"
"672","Taylor Swift","Fearless (Taylor's Version)",20,11,"today was a fairytale","Today Was a Fairytale (Taylor's Version)"
"673","Taylor Swift","Fearless (Taylor's Version)",20,12,"time slows down","Today Was a Fairytale (Taylor's Version)"
"674","Taylor Swift","Fearless (Taylor's Version)",20,13,"whenever you are around","Today Was a Fairytale (Taylor's Version)"
"675","Taylor Swift","Fearless (Taylor's Version)",20,14,"can you feel this magic in the air ","Today Was a Fairytale (Taylor's Version)"
"676","Taylor Swift","Fearless (Taylor's Version)",20,15,"it must have been the way you kissed me","Today Was a Fairytale (Taylor's Version)"
"677","Taylor Swift","Fearless (Taylor's Version)",20,16,"fell in love when i saw you standing there","Today Was a Fairytale (Taylor's Version)"
"678","Taylor Swift","Fearless (Taylor's Version)",20,17,"it must have been the way","Today Was a Fairytale (Taylor's Version)"
"679","Taylor Swift","Fearless (Taylor's Version)",20,18,"today was a fairytale","Today Was a Fairytale (Taylor's Version)"
"680","Taylor Swift","Fearless (Taylor's Version)",20,19,"it must have been the way","Today Was a Fairytale (Taylor's Version)"
"681","Taylor Swift","Fearless (Taylor's Version)",20,20,"today was a fairytale","Today Was a Fairytale (Taylor's Version)"
"682","Taylor Swift","Fearless (Taylor's Version)",21,1,"once the last drop of rain has dried off the pavement","You All Over Me (Taylor's Version) [From the Vault] (Ft. Maren Morris)"
"683","Taylor Swift","Fearless (Taylor's Version)",21,2,"should not i find a stain  but i never do","You All Over Me (Taylor's Version) [From the Vault] (Ft. Maren Morris)"
"684","Taylor Swift","Fearless (Taylor's Version)",21,3,"the way the tires turn stones on old county roads","You All Over Me (Taylor's Version) [From the Vault] (Ft. Maren Morris)"
"685","Taylor Swift","Fearless (Taylor's Version)",21,4,"they leave  em muddy underneath  reminds me of you","You All Over Me (Taylor's Version) [From the Vault] (Ft. Maren Morris)"
"686","Taylor Swift","Fearless (Taylor's Version)",21,5,"you find graffiti on the walls of old bathroom stalls","You All Over Me (Taylor's Version) [From the Vault] (Ft. Maren Morris)"
"687","Taylor Swift","Fearless (Taylor's Version)",21,6,"you know  you can scratch it right off  it how it used to be","You All Over Me (Taylor's Version) [From the Vault] (Ft. Maren Morris)"
"688","Taylor Swift","Fearless (Taylor's Version)",21,7,"but like the dollar in your pocket  it been spent and traded in","You All Over Me (Taylor's Version) [From the Vault] (Ft. Maren Morris)"
"689","Taylor Swift","Fearless (Taylor's Version)",21,8,"you can not change where it been  reminds me of me","You All Over Me (Taylor's Version) [From the Vault] (Ft. Maren Morris)"
"690","Taylor Swift","Fearless (Taylor's Version)",21,9,"i lived  and i learned  had you  got burned","You All Over Me (Taylor's Version) [From the Vault] (Ft. Maren Morris)"
"691","Taylor Swift","Fearless (Taylor's Version)",21,10,"held out  and held on","You All Over Me (Taylor's Version) [From the Vault] (Ft. Maren Morris)"
"692","Taylor Swift","Fearless (Taylor's Version)",21,11,"god knows  too long  and wasted time","You All Over Me (Taylor's Version) [From the Vault] (Ft. Maren Morris)"
"693","Taylor Swift","Fearless (Taylor's Version)",21,12,"lost tears  swore that i would get out of here","You All Over Me (Taylor's Version) [From the Vault] (Ft. Maren Morris)"
"694","Taylor Swift","Fearless (Taylor's Version)",21,13,"but no amount of freedom gets you clean","You All Over Me (Taylor's Version) [From the Vault] (Ft. Maren Morris)"
"695","Taylor Swift","Fearless (Taylor's Version)",21,14,"i have still got you all over me","You All Over Me (Taylor's Version) [From the Vault] (Ft. Maren Morris)"
"696","Taylor Swift","Fearless (Taylor's Version)",21,15,"the best and worst day of june","You All Over Me (Taylor's Version) [From the Vault] (Ft. Maren Morris)"
"697","Taylor Swift","Fearless (Taylor's Version)",21,16,"was the one that i met you","You All Over Me (Taylor's Version) [From the Vault] (Ft. Maren Morris)"
"698","Taylor Swift","Fearless (Taylor's Version)",21,17,"with your hands in your pockets","You All Over Me (Taylor's Version) [From the Vault] (Ft. Maren Morris)"
"699","Taylor Swift","Fearless (Taylor's Version)",21,18,"and your  do not you wish you had me   grin","You All Over Me (Taylor's Version) [From the Vault] (Ft. Maren Morris)"
"700","Taylor Swift","Fearless (Taylor's Version)",21,19,"well i did  so i smiled","You All Over Me (Taylor's Version) [From the Vault] (Ft. Maren Morris)"
"701","Taylor Swift","Fearless (Taylor's Version)",21,20,"and i melted like a child","You All Over Me (Taylor's Version) [From the Vault] (Ft. Maren Morris)"
"702","Taylor Swift","Fearless (Taylor's Version)",21,21,"now every breath of air i breathe reminds me of then","You All Over Me (Taylor's Version) [From the Vault] (Ft. Maren Morris)"
"703","Taylor Swift","Fearless (Taylor's Version)",22,1,"mr   perfect face mr   here to stay mr   looked me in the eye and told me you would never go away everything was right","Mr. Perfectly Fine (Taylor's Version) [From the Vault]"
"704","Taylor Swift","Fearless (Taylor's Version)",22,2,"mr   i have been waitin  for you all my life mr   every single day until the end  i will be by your side ","Mr. Perfectly Fine (Taylor's Version) [From the Vault]"
"705","Taylor Swift","Fearless (Taylor's Version)",22,3,"but that was when i got to know mr   change of heart mr   leaves me all alone   i fall apart","Mr. Perfectly Fine (Taylor's Version) [From the Vault]"
"706","Taylor Swift","Fearless (Taylor's Version)",22,4,"it takes everything in me just to get up each day","Mr. Perfectly Fine (Taylor's Version) [From the Vault]"
"707","Taylor Swift","Fearless (Taylor's Version)",22,5,"but it wonderful to see that you are okay","Mr. Perfectly Fine (Taylor's Version) [From the Vault]"
"708","Taylor Swift","Fearless (Taylor's Version)",22,6,"hello  mr   perfectly fine how your heart after breakin  mine ","Mr. Perfectly Fine (Taylor's Version) [From the Vault]"
"709","Taylor Swift","Fearless (Taylor's Version)",22,7,"mr   always at the right place at the right time   baby","Mr. Perfectly Fine (Taylor's Version) [From the Vault]"
"710","Taylor Swift","Fearless (Taylor's Version)",22,8,"hello  mr   casually cruel mr   everything revolves around you i have been miss misery since your goodbye","Mr. Perfectly Fine (Taylor's Version) [From the Vault]"
"711","Taylor Swift","Fearless (Taylor's Version)",22,9,"and you are mr   perfectly fine ","Mr. Perfectly Fine (Taylor's Version) [From the Vault]"
"712","Taylor Swift","Fearless (Taylor's Version)",22,10,"mr   never told me why mr   never had to see me cry mr   insincere apology so he does not look like the bad guy he goes about his day","Mr. Perfectly Fine (Taylor's Version) [From the Vault]"
"713","Taylor Swift","Fearless (Taylor's Version)",22,11,"forgets he ever even heard my name","Mr. Perfectly Fine (Taylor's Version) [From the Vault]"
"714","Taylor Swift","Fearless (Taylor's Version)",22,12,"well  i thought you might be different than the rest  i guess you are all the same","Mr. Perfectly Fine (Taylor's Version) [From the Vault]"
"715","Taylor Swift","Fearless (Taylor's Version)",23,1,"we used to walk along the streets","We Were Happy (Taylor's Version) [From the Vault]"
"716","Taylor Swift","Fearless (Taylor's Version)",23,2,"when the porch lights were shining bright","We Were Happy (Taylor's Version) [From the Vault]"
"717","Taylor Swift","Fearless (Taylor's Version)",23,3,"before i had somewhere to be","We Were Happy (Taylor's Version) [From the Vault]"
"718","Taylor Swift","Fearless (Taylor's Version)",23,4,"back when we had all night and we were happy","We Were Happy (Taylor's Version) [From the Vault]"
"719","Taylor Swift","Fearless (Taylor's Version)",23,5,"i do recall a good while back  we snuck into the circus","We Were Happy (Taylor's Version) [From the Vault]"
"720","Taylor Swift","Fearless (Taylor's Version)",23,6,"you threw your arms around my neck  back when i deserved it","We Were Happy (Taylor's Version) [From the Vault]"
"721","Taylor Swift","Fearless (Taylor's Version)",23,7,"and we were happy","We Were Happy (Taylor's Version) [From the Vault]"
"722","Taylor Swift","Fearless (Taylor's Version)",23,8,"when it was good  baby  it was good  baby","We Were Happy (Taylor's Version) [From the Vault]"
"723","Taylor Swift","Fearless (Taylor's Version)",23,9,"we showed  em all up","We Were Happy (Taylor's Version) [From the Vault]"
"724","Taylor Swift","Fearless (Taylor's Version)",23,10,"no one could touch the way we laughed in the dark","We Were Happy (Taylor's Version) [From the Vault]"
"725","Taylor Swift","Fearless (Taylor's Version)",23,11,"talking  bout your daddy farm we were gonna buy someday","We Were Happy (Taylor's Version) [From the Vault]"
"726","Taylor Swift","Fearless (Taylor's Version)",23,12,"and we were happy","We Were Happy (Taylor's Version) [From the Vault]"
"727","Taylor Swift","Fearless (Taylor's Version)",23,13,"we used to watch the sun go down on the boats in the water","We Were Happy (Taylor's Version) [From the Vault]"
"728","Taylor Swift","Fearless (Taylor's Version)",23,14,"that sorta how i feel right now","We Were Happy (Taylor's Version) [From the Vault]"
"729","Taylor Swift","Fearless (Taylor's Version)",23,15,"and goodbye so much harder  cause we were happy","We Were Happy (Taylor's Version) [From the Vault]"
"730","Taylor Swift","Fearless (Taylor's Version)",23,16,"when it was good  baby  it was good  baby","We Were Happy (Taylor's Version) [From the Vault]"
"731","Taylor Swift","Fearless (Taylor's Version)",23,17,"we showed  em all up","We Were Happy (Taylor's Version) [From the Vault]"
"732","Taylor Swift","Fearless (Taylor's Version)",23,18,"no one could touch the way we laughed in the dark","We Were Happy (Taylor's Version) [From the Vault]"
"733","Taylor Swift","Fearless (Taylor's Version)",23,19,"talking  bout your daddy farm we were gonna buy someday","We Were Happy (Taylor's Version) [From the Vault]"
"734","Taylor Swift","Fearless (Taylor's Version)",23,20,"and we were happy","We Were Happy (Taylor's Version) [From the Vault]"
"735","Taylor Swift","Fearless (Taylor's Version)",23,21,"we were happy","We Were Happy (Taylor's Version) [From the Vault]"
"736","Taylor Swift","Fearless (Taylor's Version)",24,1,"you said   i know when i said   i need some time  need some space","That's When (Taylor's Version) [From the Vault] (Ft. Keith Urban)"
"737","Taylor Swift","Fearless (Taylor's Version)",24,2,"to think about all of this you watched me go","That's When (Taylor's Version) [From the Vault] (Ft. Keith Urban)"
"738","Taylor Swift","Fearless (Taylor's Version)",24,3,"and i knew my","That's When (Taylor's Version) [From the Vault] (Ft. Keith Urban)"
"739","Taylor Swift","Fearless (Taylor's Version)",24,4,"words were hard to hear","That's When (Taylor's Version) [From the Vault] (Ft. Keith Urban)"
"740","Taylor Swift","Fearless (Taylor's Version)",24,5,"and harder to ever take back","That's When (Taylor's Version) [From the Vault] (Ft. Keith Urban)"
"741","Taylor Swift","Fearless (Taylor's Version)",24,6,"and i said   when can i i i come back  ","That's When (Taylor's Version) [From the Vault] (Ft. Keith Urban)"
"742","Taylor Swift","Fearless (Taylor's Version)",24,7,"and you said that when","That's When (Taylor's Version) [From the Vault] (Ft. Keith Urban)"
"743","Taylor Swift","Fearless (Taylor's Version)",24,8,"when i wake up in the morning","That's When (Taylor's Version) [From the Vault] (Ft. Keith Urban)"
"744","Taylor Swift","Fearless (Taylor's Version)",24,9,"that when  when it sunny or storming","That's When (Taylor's Version) [From the Vault] (Ft. Keith Urban)"
"745","Taylor Swift","Fearless (Taylor's Version)",24,10,"laughing  when i am crying","That's When (Taylor's Version) [From the Vault] (Ft. Keith Urban)"
"746","Taylor Swift","Fearless (Taylor's Version)",24,11,"and that when  i will be waiting at the front gate","That's When (Taylor's Version) [From the Vault] (Ft. Keith Urban)"
"747","Taylor Swift","Fearless (Taylor's Version)",24,12,"that when  when i see your face","That's When (Taylor's Version) [From the Vault] (Ft. Keith Urban)"
"748","Taylor Swift","Fearless (Taylor's Version)",24,13,"i will let you in  and baby  that when","That's When (Taylor's Version) [From the Vault] (Ft. Keith Urban)"
"749","Taylor Swift","Fearless (Taylor's Version)",24,14,"mm  mm","That's When (Taylor's Version) [From the Vault] (Ft. Keith Urban)"
"750","Taylor Swift","Fearless (Taylor's Version)",24,15,"i said   i know when you said   i did you wrong","That's When (Taylor's Version) [From the Vault] (Ft. Keith Urban)"
"751","Taylor Swift","Fearless (Taylor's Version)",24,16,"made mistakes","That's When (Taylor's Version) [From the Vault] (Ft. Keith Urban)"
"752","Taylor Swift","Fearless (Taylor's Version)",24,17,"and put you through all of this   through all of this ","That's When (Taylor's Version) [From the Vault] (Ft. Keith Urban)"
"753","Taylor Swift","Fearless (Taylor's Version)",24,18,"then through the phone","That's When (Taylor's Version) [From the Vault] (Ft. Keith Urban)"
"754","Taylor Swift","Fearless (Taylor's Version)",24,19,"came all your tears","That's When (Taylor's Version) [From the Vault] (Ft. Keith Urban)"
"755","Taylor Swift","Fearless (Taylor's Version)",24,20,"and i said   leave those all in our past and you said   when can i i i come back  ","That's When (Taylor's Version) [From the Vault] (Ft. Keith Urban)"
"756","Taylor Swift","Fearless (Taylor's Version)",25,1,"hey  i knew i would run into you somewhere","Don't You (Taylor's Version) [From the Vault]"
"757","Taylor Swift","Fearless (Taylor's Version)",25,2,"it been a while  i did not mean to stare","Don't You (Taylor's Version) [From the Vault]"
"758","Taylor Swift","Fearless (Taylor's Version)",25,3,"i heard she nothin  like me","Don't You (Taylor's Version) [From the Vault]"
"759","Taylor Swift","Fearless (Taylor's Version)",25,4,"i am sure she will make you happy","Don't You (Taylor's Version) [From the Vault]"
"760","Taylor Swift","Fearless (Taylor's Version)",25,5,"but do not you  do not you","Don't You (Taylor's Version) [From the Vault]"
"761","Taylor Swift","Fearless (Taylor's Version)",25,6,"smile at me and ask me how i have been","Don't You (Taylor's Version) [From the Vault]"
"762","Taylor Swift","Fearless (Taylor's Version)",25,7,"do not you say you have","Don't You (Taylor's Version) [From the Vault]"
"763","Taylor Swift","Fearless (Taylor's Version)",25,8,"missed me if you do not want me again","Don't You (Taylor's Version) [From the Vault]"
"764","Taylor Swift","Fearless (Taylor's Version)",25,9,"you do not know how much i feel i love you still","Don't You (Taylor's Version) [From the Vault]"
"765","Taylor Swift","Fearless (Taylor's Version)",25,10,"so why do not you  do not you ","Don't You (Taylor's Version) [From the Vault]"
"766","Taylor Swift","Fearless (Taylor's Version)",25,11,"ah  ah  ah  ah","Don't You (Taylor's Version) [From the Vault]"
"767","Taylor Swift","Fearless (Taylor's Version)",25,12,"ah  ah  ah","Don't You (Taylor's Version) [From the Vault]"
"768","Taylor Swift","Fearless (Taylor's Version)",25,13,"sometimes  i really wish that i could hate you","Don't You (Taylor's Version) [From the Vault]"
"769","Taylor Swift","Fearless (Taylor's Version)",25,14,"i have tried  but that just somethin  i can not do","Don't You (Taylor's Version) [From the Vault]"
"770","Taylor Swift","Fearless (Taylor's Version)",25,15,"my heart knows what the truth is","Don't You (Taylor's Version) [From the Vault]"
"771","Taylor Swift","Fearless (Taylor's Version)",25,16,"i swore i would not do this","Don't You (Taylor's Version) [From the Vault]"
"772","Taylor Swift","Fearless (Taylor's Version)",25,17,"but do not you  do not you","Don't You (Taylor's Version) [From the Vault]"
"773","Taylor Swift","Fearless (Taylor's Version)",25,18,"smile at me and ask me how i have been","Don't You (Taylor's Version) [From the Vault]"
"774","Taylor Swift","Fearless (Taylor's Version)",25,19,"do not you say you have","Don't You (Taylor's Version) [From the Vault]"
"775","Taylor Swift","Fearless (Taylor's Version)",25,20,"missed me if you do not want me again","Don't You (Taylor's Version) [From the Vault]"
"776","Taylor Swift","Fearless (Taylor's Version)",25,21,"you do not know how much i feel i love you still","Don't You (Taylor's Version) [From the Vault]"
"777","Taylor Swift","Fearless (Taylor's Version)",25,22,"so why do not you  do not you ","Don't You (Taylor's Version) [From the Vault]"
"778","Taylor Swift","Fearless (Taylor's Version)",26,1,"it was not just like a movie","Bye Bye Baby (Taylor's Version) [From the Vault]"
"779","Taylor Swift","Fearless (Taylor's Version)",26,2,"the rain did not soak through my clothes  down to my skin","Bye Bye Baby (Taylor's Version) [From the Vault]"
"780","Taylor Swift","Fearless (Taylor's Version)",26,3,"i am drivin  away and i  i guess you could say","Bye Bye Baby (Taylor's Version) [From the Vault]"
"781","Taylor Swift","Fearless (Taylor's Version)",26,4,"this is the last time i will drive this way again","Bye Bye Baby (Taylor's Version) [From the Vault]"
"782","Taylor Swift","Fearless (Taylor's Version)",26,5,"lost in the gray and i try to grab at the fray cause i  i still love you but i can not","Bye Bye Baby (Taylor's Version) [From the Vault]"
"783","Taylor Swift","Fearless (Taylor's Version)",26,6,"bye bye to everything i thought was on my side","Bye Bye Baby (Taylor's Version) [From the Vault]"
"784","Taylor Swift","Fearless (Taylor's Version)",26,7,"bye bye baby","Bye Bye Baby (Taylor's Version) [From the Vault]"
"785","Taylor Swift","Fearless (Taylor's Version)",26,8,"i want you back but it come down to nothing","Bye Bye Baby (Taylor's Version) [From the Vault]"
"786","Taylor Swift","Fearless (Taylor's Version)",26,9,"and all i have is your sympathy cause you took me home but you just could not keep me","Bye Bye Baby (Taylor's Version) [From the Vault]"
"787","Taylor Swift","Fearless (Taylor's Version)",26,10,"bye bye baby","Bye Bye Baby (Taylor's Version) [From the Vault]"
"788","Taylor Swift","Fearless (Taylor's Version)",26,11,"bye bye baby","Bye Bye Baby (Taylor's Version) [From the Vault]"
"789","Taylor Swift","Fearless (Taylor's Version)",26,12,"the picture frame is empty","Bye Bye Baby (Taylor's Version) [From the Vault]"
"790","Taylor Swift","Fearless (Taylor's Version)",26,13,"on the dresser  vacant just like me","Bye Bye Baby (Taylor's Version) [From the Vault]"
"791","Taylor Swift","Fearless (Taylor's Version)",26,14,"i see your writing on the dash","Bye Bye Baby (Taylor's Version) [From the Vault]"
"792","Taylor Swift","Fearless (Taylor's Version)",26,15,"then back to your hesitation","Bye Bye Baby (Taylor's Version) [From the Vault]"
"793","Taylor Swift","Fearless (Taylor's Version)",26,16,"i was so sure of everything","Bye Bye Baby (Taylor's Version) [From the Vault]"
"794","Taylor Swift","Fearless (Taylor's Version)",26,17,"everything i thought we would always have","Bye Bye Baby (Taylor's Version) [From the Vault]"
"795","Taylor Swift","Fearless (Taylor's Version)",26,18,"guess i never doubted it","Bye Bye Baby (Taylor's Version) [From the Vault]"
"796","Taylor Swift","Fearless (Taylor's Version)",26,19,"then the here and the now floods in","Bye Bye Baby (Taylor's Version) [From the Vault]"
"797","Taylor Swift","Fearless (Taylor's Version)",26,20,"feels like i am becoming a part of your past","Bye Bye Baby (Taylor's Version) [From the Vault]"
"798","Taylor Swift","Speak Now",1,1,"you were in college  working part time  waiting tables","Mine"
"799","Taylor Swift","Speak Now",1,2,"left a small town and never looked back","Mine"
"800","Taylor Swift","Speak Now",1,3,"i was a flight risk  with a fear of falling","Mine"
"801","Taylor Swift","Speak Now",1,4,"wondering why we bother with love  if it never lasts","Mine"
"802","Taylor Swift","Speak Now",1,5,"i say   can you believe it  as we are lying on the couch","Mine"
"803","Taylor Swift","Speak Now",1,6,"the moment  i could see it","Mine"
"804","Taylor Swift","Speak Now",1,7,"yes  yes  i can see it now","Mine"
"805","Taylor Swift","Speak Now",1,8,"do you remember  we were sitting there  by the water ","Mine"
"806","Taylor Swift","Speak Now",1,9,"you put your arm around me for the first time","Mine"
"807","Taylor Swift","Speak Now",1,10,"you made a rebel of a careless man careful daughter","Mine"
"808","Taylor Swift","Speak Now",1,11,"you are the best thing that ever been mine","Mine"
"809","Taylor Swift","Speak Now",1,12,"flash forward  and we are taking on the world together","Mine"
"810","Taylor Swift","Speak Now",1,13,"and there a drawer of my things at your place","Mine"
"811","Taylor Swift","Speak Now",1,14,"you learn my secrets and you figure out why i am guarded","Mine"
"812","Taylor Swift","Speak Now",1,15,"you say we will never make my parents  mistakes","Mine"
"813","Taylor Swift","Speak Now",1,16,"but we got bills to pay","Mine"
"814","Taylor Swift","Speak Now",1,17,"we got nothing figured out","Mine"
"815","Taylor Swift","Speak Now",1,18,"when it was hard to take","Mine"
"816","Taylor Swift","Speak Now",1,19,"yes  yes","Mine"
"817","Taylor Swift","Speak Now",1,20,"this is what i thought about ","Mine"
"818","Taylor Swift","Speak Now",2,1,"the way you move is like a full on rainstorm","Sparks Fly"
"819","Taylor Swift","Speak Now",2,2,"and i am a house of cards","Sparks Fly"
"820","Taylor Swift","Speak Now",2,3,"you are the kind of reckless","Sparks Fly"
"821","Taylor Swift","Speak Now",2,4,"that should send me running","Sparks Fly"
"822","Taylor Swift","Speak Now",2,5,"but i kinda know that i will not get far","Sparks Fly"
"823","Taylor Swift","Speak Now",2,6,"and you stood there in front of me","Sparks Fly"
"824","Taylor Swift","Speak Now",2,7,"just close enough to touch","Sparks Fly"
"825","Taylor Swift","Speak Now",2,8,"close enough to hope you could not see","Sparks Fly"
"826","Taylor Swift","Speak Now",2,9,"what i was thinking of","Sparks Fly"
"827","Taylor Swift","Speak Now",2,10,"drop everything now","Sparks Fly"
"828","Taylor Swift","Speak Now",2,11,"meet me in the pouring rain","Sparks Fly"
"829","Taylor Swift","Speak Now",2,12,"kiss me on the sidewalk","Sparks Fly"
"830","Taylor Swift","Speak Now",2,13,"take away the pain cause i see sparks fly whenever you smile","Sparks Fly"
"831","Taylor Swift","Speak Now",2,14,"get me with those green eyes  baby  as the lights go down","Sparks Fly"
"832","Taylor Swift","Speak Now",2,15,"give me something that will haunt me when you are not around cause i see sparks fly whenever you smile","Sparks Fly"
"833","Taylor Swift","Speak Now",2,16,"my mind forgets to remind me","Sparks Fly"
"834","Taylor Swift","Speak Now",2,17,"you are a bad idea","Sparks Fly"
"835","Taylor Swift","Speak Now",2,18,"you touch me once and it really something","Sparks Fly"
"836","Taylor Swift","Speak Now",2,19,"you find i am even better than you imagined i would be","Sparks Fly"
"837","Taylor Swift","Speak Now",2,20,"i am on my guard for the rest of the world","Sparks Fly"
"838","Taylor Swift","Speak Now",2,21,"but with you i know it no good","Sparks Fly"
"839","Taylor Swift","Speak Now",2,22,"and i could wait patiently but i really wish you would","Sparks Fly"
"840","Taylor Swift","Speak Now",3,1,"i am so glad you made time to see me","Back to December"
"841","Taylor Swift","Speak Now",3,2,"how life  tell me  how your family ","Back to December"
"842","Taylor Swift","Speak Now",3,3,"i have not seen them in a while","Back to December"
"843","Taylor Swift","Speak Now",3,4,"you have been good  busier than ever","Back to December"
"844","Taylor Swift","Speak Now",3,5,"we small talk  work and the weather","Back to December"
"845","Taylor Swift","Speak Now",3,6,"your guard is up and i know why","Back to December"
"846","Taylor Swift","Speak Now",3,7,"because the last time you saw me","Back to December"
"847","Taylor Swift","Speak Now",3,8,"is still burned in the back of your mind","Back to December"
"848","Taylor Swift","Speak Now",3,9,"you gave me roses  and i left them there to die","Back to December"
"849","Taylor Swift","Speak Now",3,10,"so this is me swallowing my pride","Back to December"
"850","Taylor Swift","Speak Now",3,11,"standing in front of you  saying i am sorry for that night","Back to December"
"851","Taylor Swift","Speak Now",3,12,"and i go back to december all the time","Back to December"
"852","Taylor Swift","Speak Now",3,13,"it turns out freedom ai not nothing but missing you","Back to December"
"853","Taylor Swift","Speak Now",3,14,"wishing i would realized what i had when you were mine","Back to December"
"854","Taylor Swift","Speak Now",3,15,"i would go back to december  turn around and make it alright","Back to December"
"855","Taylor Swift","Speak Now",3,16,"i go back to december all the time","Back to December"
"856","Taylor Swift","Speak Now",3,17,"these days  i have not been sleeping","Back to December"
"857","Taylor Swift","Speak Now",3,18,"staying up  playing back myself leaving","Back to December"
"858","Taylor Swift","Speak Now",3,19,"when your birthday passed and i did not call","Back to December"
"859","Taylor Swift","Speak Now",3,20,"and i think about summer  all the beautiful times","Back to December"
"860","Taylor Swift","Speak Now",3,21,"i watched you laughing from the passenger side and","Back to December"
"861","Taylor Swift","Speak Now",3,22,"realized i loved you in the fall","Back to December"
"862","Taylor Swift","Speak Now",4,1,"i am not the kind of girl","Speak Now"
"863","Taylor Swift","Speak Now",4,2,"who should be rudely barging in","Speak Now"
"864","Taylor Swift","Speak Now",4,3,"on a white veil occasion","Speak Now"
"865","Taylor Swift","Speak Now",4,4,"but you are not the kind of boy","Speak Now"
"866","Taylor Swift","Speak Now",4,5,"who should be marrying the wrong girl","Speak Now"
"867","Taylor Swift","Speak Now",4,6,"i sneak in and see your friends","Speak Now"
"868","Taylor Swift","Speak Now",4,7,"and her snotty little family","Speak Now"
"869","Taylor Swift","Speak Now",4,8,"all dressed in pastel","Speak Now"
"870","Taylor Swift","Speak Now",4,9,"and she is yelling at a bridesmaid","Speak Now"
"871","Taylor Swift","Speak Now",4,10,"somewhere back inside a room","Speak Now"
"872","Taylor Swift","Speak Now",4,11,"wearing a gown shaped like a pastry","Speak Now"
"873","Taylor Swift","Speak Now",4,12,"this is surely not","Speak Now"
"874","Taylor Swift","Speak Now",4,13,"what you thought it would be","Speak Now"
"875","Taylor Swift","Speak Now",4,14,"i lose myself in a daydream","Speak Now"
"876","Taylor Swift","Speak Now",4,15,"where i stand and say","Speak Now"
"877","Taylor Swift","Speak Now",4,16,"do not say yes  run away now","Speak Now"
"878","Taylor Swift","Speak Now",4,17,"i will meet you when you are out","Speak Now"
"879","Taylor Swift","Speak Now",4,18,"of the church at the back door","Speak Now"
"880","Taylor Swift","Speak Now",4,19,"do not wait or say a single vow","Speak Now"
"881","Taylor Swift","Speak Now",4,20,"you need to hear me out","Speak Now"
"882","Taylor Swift","Speak Now",4,21,"and they said   speak now ","Speak Now"
"883","Taylor Swift","Speak Now",5,1,"long were the nights when","Dear John"
"884","Taylor Swift","Speak Now",5,2,"my days once revolved around you","Dear John"
"885","Taylor Swift","Speak Now",5,3,"counting my footsteps","Dear John"
"886","Taylor Swift","Speak Now",5,4,"praying the floor will not fall through    again","Dear John"
"887","Taylor Swift","Speak Now",5,5,"my mother accused me of losing my mind","Dear John"
"888","Taylor Swift","Speak Now",5,6,"but i swore i was fine","Dear John"
"889","Taylor Swift","Speak Now",5,7,"you paint me a blue sky","Dear John"
"890","Taylor Swift","Speak Now",5,8,"then go back and turn it to rain","Dear John"
"891","Taylor Swift","Speak Now",5,9,"and i lived in your chess game","Dear John"
"892","Taylor Swift","Speak Now",5,10,"but you changed the rules everyday","Dear John"
"893","Taylor Swift","Speak Now",5,11,"wonderin  which version of you i might get on the phone  tonight","Dear John"
"894","Taylor Swift","Speak Now",5,12,"well i stopped pickin  up and this song is to let you know why","Dear John"
"895","Taylor Swift","Speak Now",5,13,"dear john  i see it all now that you are gone","Dear John"
"896","Taylor Swift","Speak Now",5,14,"do not you think i was too young to be messed with ","Dear John"
"897","Taylor Swift","Speak Now",5,15,"the girl in the dress cried the whole way home","Dear John"
"898","Taylor Swift","Speak Now",5,16,"i shoulda known","Dear John"
"899","Taylor Swift","Speak Now",5,17,"well maybe it me","Dear John"
"900","Taylor Swift","Speak Now",5,18,"and my blind optimism to blame","Dear John"
"901","Taylor Swift","Speak Now",5,19,"or maybe it you and your sick need","Dear John"
"902","Taylor Swift","Speak Now",5,20,"to give love and take it away","Dear John"
"903","Taylor Swift","Speak Now",5,21,"and you will add my name to your long list of traitors","Dear John"
"904","Taylor Swift","Speak Now",5,22,"who do not understand","Dear John"
"905","Taylor Swift","Speak Now",5,23,"and i look back in regret how i ignored when they said run as fast as you can ","Dear John"
"906","Taylor Swift","Speak Now",6,1,"you  with your words like knives","Mean"
"907","Taylor Swift","Speak Now",6,2,"and swords and weapons that you use against me","Mean"
"908","Taylor Swift","Speak Now",6,3,"you have knocked me off my feet again","Mean"
"909","Taylor Swift","Speak Now",6,4,"got me feeling like i am nothing","Mean"
"910","Taylor Swift","Speak Now",6,5,"you  with your voice like nails on a chalkboard","Mean"
"911","Taylor Swift","Speak Now",6,6,"calling me out when i am wounded","Mean"
"912","Taylor Swift","Speak Now",6,7,"you  picking on the weaker man","Mean"
"913","Taylor Swift","Speak Now",6,8,"well  you can take me down","Mean"
"914","Taylor Swift","Speak Now",6,9,"with just one single blow","Mean"
"915","Taylor Swift","Speak Now",6,10,"but you do not know what you do not know","Mean"
"916","Taylor Swift","Speak Now",6,11,"someday  i will be living in a big old city","Mean"
"917","Taylor Swift","Speak Now",6,12,"and all you are ever gonna be is mean","Mean"
"918","Taylor Swift","Speak Now",6,13,"someday  i will be big enough so you can not hit me","Mean"
"919","Taylor Swift","Speak Now",6,14,"and all you are ever gonna be is mean","Mean"
"920","Taylor Swift","Speak Now",6,15,"why you gotta be so mean ","Mean"
