"","artist","album","track_n","line","lyric","track_title"
"1","Taylor Swift","Taylor Swift",1,1,"he said the way my blue eyes shined","Tim McGraw"
"2","Taylor Swift","Taylor Swift",1,2,"put those georgia stars to shame that night","Tim McGraw"
"3","Taylor Swift","Taylor Swift",1,3,"i said   that a lie just a boy in a chevy truck","Tim McGraw"
"4","Taylor Swift","Taylor Swift",1,4,"that had a tendency of gettin  stuck","Tim McGraw"
"5","Taylor Swift","Taylor Swift",1,5,"on backroads at night","Tim McGraw"
"6","Taylor Swift","Taylor Swift",1,6,"and i was right there beside him all summer long","Tim McGraw"
"7","Taylor Swift","Taylor Swift",1,7,"and then the time we woke up to find that summer gone","Tim McGraw"
"8","Taylor Swift","Taylor Swift",1,8,"but when you think tim mcgraw","Tim McGraw"
"9","Taylor Swift","Taylor Swift",1,9,"i hope you think my favorite song","Tim McGraw"
"10","Taylor Swift","Taylor Swift",1,10,"the one we danced to all night long","Tim McGraw"
"11","Taylor Swift","Taylor Swift",1,11,"the moon like a spotlight on the lake","Tim McGraw"
"12","Taylor Swift","Taylor Swift",1,12,"when you think happiness","Tim McGraw"
"13","Taylor Swift","Taylor Swift",1,13,"i hope you think that little black dress","Tim McGraw"
"14","Taylor Swift","Taylor Swift",1,14,"think of my head on your chest","Tim McGraw"
"15","Taylor Swift","Taylor Swift",1,15,"and my old faded blue jeans","Tim McGraw"
"16","Taylor Swift","Taylor Swift",1,16,"when you think tim mcgraw","Tim McGraw"
"17","Taylor Swift","Taylor Swift",1,17,"i hope you think of me","Tim McGraw"
"18","Taylor Swift","Taylor Swift",1,18,"september saw a month of tears","Tim McGraw"
"19","Taylor Swift","Taylor Swift",1,19,"and thankin  god that you were not here","Tim McGraw"
"20","Taylor Swift","Taylor Swift",1,20,"to see me like that","Tim McGraw"
"21","Taylor Swift","Taylor Swift",1,21,"but in a box beneath my bed","Tim McGraw"
"22","Taylor Swift","Taylor Swift",1,22,"is a letter that you never read","Tim McGraw"
"23","Taylor Swift","Taylor Swift",1,23,"from three summers back","Tim McGraw"
"24","Taylor Swift","Taylor Swift",1,24,"it hard not to find it all a little bittersweet","Tim McGraw"
"25","Taylor Swift","Taylor Swift",1,25,"and lookin  back on all of that  it nice to believe","Tim McGraw"
"26","Taylor Swift","Taylor Swift",2,1,"state the obvious  i did not get my perfect fantasy","Picture to Burn"
"27","Taylor Swift","Taylor Swift",2,2,"i realize you love yourself more than you could ever love me","Picture to Burn"
"28","Taylor Swift","Taylor Swift",2,3,"so go and tell your friends that i am obsessive and crazy","Picture to Burn"
"29","Taylor Swift","Taylor Swift",2,4,"that fine  you will not mind if i say","Picture to Burn"
"30","Taylor Swift","Taylor Swift",2,5,"by the way","Picture to Burn"
"31","Taylor Swift","Taylor Swift",2,6,"i hate that stupid old pickup truck you never let me drive","Picture to Burn"
"32","Taylor Swift","Taylor Swift",2,7,"you are a redneck heartbreak who really bad at lying","Picture to Burn"
"33","Taylor Swift","Taylor Swift",2,8,"so watch me strike a match on all my wasted time","Picture to Burn"
"34","Taylor Swift","Taylor Swift",2,9,"as far as i am concerned  you are just another picture to burn","Picture to Burn"
"35","Taylor Swift","Taylor Swift",2,10,"there no time for tears","Picture to Burn"
"36","Taylor Swift","Taylor Swift",2,11,"i am just sitting here planning my revenge","Picture to Burn"
"37","Taylor Swift","Taylor Swift",2,12,"there nothing stopping me","Picture to Burn"
"38","Taylor Swift","Taylor Swift",2,13,"from going out with all of your best friends","Picture to Burn"
"39","Taylor Swift","Taylor Swift",2,14,"and if you come around saying sorry to me","Picture to Burn"
"40","Taylor Swift","Taylor Swift",2,15,"my daddy gonna show you how sorry you will be","Picture to Burn"
"41","Taylor Swift","Taylor Swift",2,16," cause i hate that stupid old pickup truck you never let me drive","Picture to Burn"
"42","Taylor Swift","Taylor Swift",2,17,"you are a redneck heartbreak who really bad at lying","Picture to Burn"
"43","Taylor Swift","Taylor Swift",2,18,"so watch me strike a match on all my wasted time","Picture to Burn"
"44","Taylor Swift","Taylor Swift",2,19,"as far as i am concerned  you are just another picture to burn","Picture to Burn"
"45","Taylor Swift","Taylor Swift",3,1,"drew looks at me","Teardrops On My Guitar"
"46","Taylor Swift","Taylor Swift",3,2,"i fake a smile so he will not see","Teardrops On My Guitar"
"47","Taylor Swift","Taylor Swift",3,3,"that i want and i am needing","Teardrops On My Guitar"
"48","Taylor Swift","Taylor Swift",3,4,"everything that we should be","Teardrops On My Guitar"
"49","Taylor Swift","Taylor Swift",3,5,"i will bet she beautiful  that girl he talks about","Teardrops On My Guitar"
"50","Taylor Swift","Taylor Swift",3,6,"and she got everything that i have to live without","Teardrops On My Guitar"
"51","Taylor Swift","Taylor Swift",3,7,"drew talks to me","Teardrops On My Guitar"
"52","Taylor Swift","Taylor Swift",3,8,"i laugh  cause it so damn funny","Teardrops On My Guitar"
"53","Taylor Swift","Taylor Swift",3,9,"that i can not even see","Teardrops On My Guitar"
"54","Taylor Swift","Taylor Swift",3,10,"anyone when he with me","Teardrops On My Guitar"
"55","Taylor Swift","Taylor Swift",3,11,"he says he so in love  he finally got it right","Teardrops On My Guitar"
"56","Taylor Swift","Taylor Swift",3,12,"i wonder if he knows he all i think about at night","Teardrops On My Guitar"
"57","Taylor Swift","Taylor Swift",3,13,"he the reason for the teardrops on my guitar","Teardrops On My Guitar"
"58","Taylor Swift","Taylor Swift",3,14,"the only thing that keeps me wishing on a wishing star","Teardrops On My Guitar"
"59","Taylor Swift","Taylor Swift",3,15,"he the song in the car","Teardrops On My Guitar"
"60","Taylor Swift","Taylor Swift",3,16,"i keep singing  do not know why i do   ","Teardrops On My Guitar"
"61","Taylor Swift","Taylor Swift",4,1,"i do not know what i want  so do not ask me","A Place In This World"
"62","Taylor Swift","Taylor Swift",4,2,"cause i am still trying to figure it out","A Place In This World"
"63","Taylor Swift","Taylor Swift",4,3,"do not know what down this road  i am just walking","A Place In This World"
"64","Taylor Swift","Taylor Swift",4,4,"trying to see through the rain coming down","A Place In This World"
"65","Taylor Swift","Taylor Swift",4,5,"even though i am not the only one","A Place In This World"
"66","Taylor Swift","Taylor Swift",4,6,"who feels the way i do","A Place In This World"
"67","Taylor Swift","Taylor Swift",4,7,"i am alone  on my own  and that all i know","A Place In This World"
"68","Taylor Swift","Taylor Swift",4,8,"i will be strong  i will be wrong  oh but life goes on","A Place In This World"
"69","Taylor Swift","Taylor Swift",4,9,"oh  i am just a girl  trying to find a place in this world","A Place In This World"
"70","Taylor Swift","Taylor Swift",4,10,"got the radio on  my old blue jeans","A Place In This World"
"71","Taylor Swift","Taylor Swift",4,11,"and i am wearing my heart on my sleeve","A Place In This World"
"72","Taylor Swift","Taylor Swift",4,12,"feeling lucky today  got the sunshine","A Place In This World"
"73","Taylor Swift","Taylor Swift",4,13,"could you tell me what more do i need","A Place In This World"
"74","Taylor Swift","Taylor Swift",4,14,"and tomorrow just a mystery  oh yeah","A Place In This World"
"75","Taylor Swift","Taylor Swift",4,15,"but that ok","A Place In This World"
"76","Taylor Swift","Taylor Swift",4,16,"i am alone  on my own  and that all i know","A Place In This World"
"77","Taylor Swift","Taylor Swift",4,17,"i will be strong  i will be wrong  oh but life goes on","A Place In This World"
"78","Taylor Swift","Taylor Swift",4,18,"oh  i am just a girl  trying to find a place in this world","A Place In This World"
"79","Taylor Swift","Taylor Swift",5,1,"you have a way of coming easily to me","Cold as You"
"80","Taylor Swift","Taylor Swift",5,2,"and when you take  you take the very best of me","Cold as You"
"81","Taylor Swift","Taylor Swift",5,3,"so i start a fight cause i need to feel something","Cold as You"
"82","Taylor Swift","Taylor Swift",5,4,"and you do what you want  cause i am not what you wanted","Cold as You"
"83","Taylor Swift","Taylor Swift",5,5,"oh  what a shame  what a rainy ending given to a perfect day","Cold as You"
"84","Taylor Swift","Taylor Swift",5,6,"just walk away  ai not no use defending words that you will never say","Cold as You"
"85","Taylor Swift","Taylor Swift",5,7,"and now that i am sitting here thinking it through","Cold as You"
"86","Taylor Swift","Taylor Swift",5,8,"i have never been anywhere cold as you","Cold as You"
"87","Taylor Swift","Taylor Swift",5,9,"you put up walls and paint them all a shade of gray","Cold as You"
"88","Taylor Swift","Taylor Swift",5,10,"and i stood there loving you and wished them all away","Cold as You"
"89","Taylor Swift","Taylor Swift",5,11,"and you come away with a great little story","Cold as You"
"90","Taylor Swift","Taylor Swift",5,12,"of a mess of a dreamer with the nerve to adore you","Cold as You"
"91","Taylor Swift","Taylor Swift",5,13,"oh  what a shame  what a rainy ending given to a perfect day","Cold as You"
"92","Taylor Swift","Taylor Swift",5,14,"so just walk away  ai not no use defending words that you will never say","Cold as You"
"93","Taylor Swift","Taylor Swift",5,15,"and now that i am sitting here thinking it through","Cold as You"
"94","Taylor Swift","Taylor Swift",5,16,"i have never been anywhere cold as you","Cold as You"
"95","Taylor Swift","Taylor Swift",5,17,"you never did give a damn thing  honey  but i cried  cried for you","Cold as You"
"96","Taylor Swift","Taylor Swift",5,18,"and i know you would not have told nobody if i died  died for you died for you ","Cold as You"
"97","Taylor Swift","Taylor Swift",6,1,"i did not know what i would find","The Outside"
"98","Taylor Swift","Taylor Swift",6,2,"when i went looking for a reason  i know","The Outside"
"99","Taylor Swift","Taylor Swift",6,3,"i did not read between the lines","The Outside"
"100","Taylor Swift","Taylor Swift",6,4,"and  baby  i have got nowhere to go","The Outside"
"101","Taylor Swift","Taylor Swift",6,5,"i tried to take the road less traveled by","The Outside"
"102","Taylor Swift","Taylor Swift",6,6,"but nothing seems to work the first few times","The Outside"
"103","Taylor Swift","Taylor Swift",6,7,"am i right ","The Outside"
"104","Taylor Swift","Taylor Swift",6,8,"so how can i ever try to be better ","The Outside"
"105","Taylor Swift","Taylor Swift",6,9,"nobody ever lets me in","The Outside"
"106","Taylor Swift","Taylor Swift",6,10,"i can still see you  this ai not the best view","The Outside"
"107","Taylor Swift","Taylor Swift",6,11,"on the outside looking in","The Outside"
"108","Taylor Swift","Taylor Swift",6,12,"i have been a lot of lonely places","The Outside"
"109","Taylor Swift","Taylor Swift",6,13,"i have never been on the outside","The Outside"
"110","Taylor Swift","Taylor Swift",6,14,"you saw me there  but never knew","The Outside"
"111","Taylor Swift","Taylor Swift",6,15,"i would give it all up to be","The Outside"
"112","Taylor Swift","Taylor Swift",6,16,"a part of this  a part of you","The Outside"
"113","Taylor Swift","Taylor Swift",6,17,"and now it all too late so you see","The Outside"
"114","Taylor Swift","Taylor Swift",6,18,"you could have helped if you had wanted to","The Outside"
"115","Taylor Swift","Taylor Swift",6,19,"but no one notices until it too","The Outside"
"116","Taylor Swift","Taylor Swift",6,20,"late to do anything","The Outside"
"117","Taylor Swift","Taylor Swift",7,1,"seems the only one who does not see your beauty","Tied Together with a Smile"
"118","Taylor Swift","Taylor Swift",7,2,"is the face in the mirror looking back at you","Tied Together with a Smile"
"119","Taylor Swift","Taylor Swift",7,3,"you walk around here thinking you are not pretty","Tied Together with a Smile"
"120","Taylor Swift","Taylor Swift",7,4,"but that not true   cause i know you","Tied Together with a Smile"
"121","Taylor Swift","Taylor Swift",7,5,"hold on  baby  you are losing it","Tied Together with a Smile"
"122","Taylor Swift","Taylor Swift",7,6,"the water high  you are jumping into it","Tied Together with a Smile"
"123","Taylor Swift","Taylor Swift",7,7,"and letting go and no one knows","Tied Together with a Smile"
"124","Taylor Swift","Taylor Swift",7,8,"that you cry   but you do not tell anyone","Tied Together with a Smile"
"125","Taylor Swift","Taylor Swift",7,9,"that you might not be the golden one","Tied Together with a Smile"
"126","Taylor Swift","Taylor Swift",7,10,"and you are tied together with a smile","Tied Together with a Smile"
"127","Taylor Swift","Taylor Swift",7,11,"but you are coming undone","Tied Together with a Smile"
"128","Taylor Swift","Taylor Swift",7,12,"i guess it true that love was all you wanted cause you are giving it away like it extra change","Tied Together with a Smile"
"129","Taylor Swift","Taylor Swift",7,13,"hoping it will end up in his pocket","Tied Together with a Smile"
"130","Taylor Swift","Taylor Swift",7,14,"but he leaves you out like a penny in the rain","Tied Together with a Smile"
"131","Taylor Swift","Taylor Swift",7,15,"oh   cause it not his price to pay","Tied Together with a Smile"
"132","Taylor Swift","Taylor Swift",7,16,"it not his price to pay","Tied Together with a Smile"
"133","Taylor Swift","Taylor Swift",7,17,"hold on  baby  you are losing it","Tied Together with a Smile"
"134","Taylor Swift","Taylor Swift",7,18,"the water high  you are jumping into it","Tied Together with a Smile"
"135","Taylor Swift","Taylor Swift",7,19,"and letting go and no one knows","Tied Together with a Smile"
"136","Taylor Swift","Taylor Swift",7,20,"that you cry  but you do not tell anyone","Tied Together with a Smile"
"137","Taylor Swift","Taylor Swift",7,21,"that you might not be the golden one","Tied Together with a Smile"
"138","Taylor Swift","Taylor Swift",7,22,"and you are tied together with a smile","Tied Together with a Smile"
"139","Taylor Swift","Taylor Swift",7,23,"but you are coming undone","Tied Together with a Smile"
"140","Taylor Swift","Taylor Swift",7,24,"oh  ooh oh","Tied Together with a Smile"
"141","Taylor Swift","Taylor Swift",8,1,"corey eyes are like a jungle","Stay Beautiful"
"142","Taylor Swift","Taylor Swift",8,2,"he smiles  it like the radio","Stay Beautiful"
"143","Taylor Swift","Taylor Swift",8,3,"he whispers songs into my window in words that nobody knows","Stay Beautiful"
"144","Taylor Swift","Taylor Swift",8,4,"these pretty girls on every corner","Stay Beautiful"
"145","Taylor Swift","Taylor Swift",8,5,"they watch him as he walking home  saying   does he know  will you ever know ","Stay Beautiful"
"146","Taylor Swift","Taylor Swift",8,6,"you are beautiful","Stay Beautiful"
"147","Taylor Swift","Taylor Swift",8,7,"every little piece  love","Stay Beautiful"
"148","Taylor Swift","Taylor Swift",8,8,"and do not you know","Stay Beautiful"
"149","Taylor Swift","Taylor Swift",8,9,"you are really gonna be someone","Stay Beautiful"
"150","Taylor Swift","Taylor Swift",8,10,"ask anyone","Stay Beautiful"
"151","Taylor Swift","Taylor Swift",8,11,"and when you find everything you looked for","Stay Beautiful"
"152","Taylor Swift","Taylor Swift",8,12,"i hope your life will lead you back to my door","Stay Beautiful"
"153","Taylor Swift","Taylor Swift",8,13,"oh  but if it do notstay beautiful","Stay Beautiful"
"154","Taylor Swift","Taylor Swift",8,14,"corey finds another way to be the highlight of my day","Stay Beautiful"
"155","Taylor Swift","Taylor Swift",8,15,"i am taking pictures in my mind so i can save them for a rainy day","Stay Beautiful"
"156","Taylor Swift","Taylor Swift",8,16,"it hard to make a conversation when he taking my breath away","Stay Beautiful"
"157","Taylor Swift","Taylor Swift",8,17,"i should say","Stay Beautiful"
"158","Taylor Swift","Taylor Swift",8,18,"hey  by the way","Stay Beautiful"
"159","Taylor Swift","Taylor Swift",9,1,"it strange to think the songs we used to sing","Should've Said No"
"160","Taylor Swift","Taylor Swift",9,2,"the smiles  the flowers  everything is gone","Should've Said No"
"161","Taylor Swift","Taylor Swift",9,3,"yesterday i found out about you","Should've Said No"
"162","Taylor Swift","Taylor Swift",9,4,"even now just looking at you  feels wrong","Should've Said No"
"163","Taylor Swift","Taylor Swift",9,5,"you say that you would take it all back  given one chance","Should've Said No"
"164","Taylor Swift","Taylor Swift",9,6,"it was a moment of weakness and you said   yes ","Should've Said No"
"165","Taylor Swift","Taylor Swift",9,7,"you should have said   no you should have gone home","Should've Said No"
"166","Taylor Swift","Taylor Swift",9,8,"you should have thought twice  fore you let it all go","Should've Said No"
"167","Taylor Swift","Taylor Swift",9,9,"you should have known that word   bout what you did with her wouldget back to me  get back to me ","Should've Said No"
"168","Taylor Swift","Taylor Swift",9,10,"and i should have been there  in the back of your mind","Should've Said No"
"169","Taylor Swift","Taylor Swift",9,11,"i should not be asking myself   why  you should not be begging for forgiveness at my feet","Should've Said No"
"170","Taylor Swift","Taylor Swift",9,12,"you should have said no  baby  and you might still have me","Should've Said No"
"171","Taylor Swift","Taylor Swift",9,13,"you can see that i have been crying","Should've Said No"
"172","Taylor Swift","Taylor Swift",9,14,"baby  you know all the right things to say","Should've Said No"
"173","Taylor Swift","Taylor Swift",9,15,"but do you honestly expect me to believe","Should've Said No"
"174","Taylor Swift","Taylor Swift",9,16,"we could ever be the same ","Should've Said No"
"175","Taylor Swift","Taylor Swift",10,1,"she said  i was seven and you were nine","Mary's Song (Oh My My My)"
"176","Taylor Swift","Taylor Swift",10,2,"i looked at you like the stars that shined","Mary's Song (Oh My My My)"
"177","Taylor Swift","Taylor Swift",10,3,"in the sky  the pretty lights","Mary's Song (Oh My My My)"
"178","Taylor Swift","Taylor Swift",10,4,"and our daddies used to joke about the two of us","Mary's Song (Oh My My My)"
"179","Taylor Swift","Taylor Swift",10,5,"growing up and falling in love and our mamas smiled","Mary's Song (Oh My My My)"
"180","Taylor Swift","Taylor Swift",10,6,"and rolled their eyes and said   oh my  my  my ","Mary's Song (Oh My My My)"
"181","Taylor Swift","Taylor Swift",10,7,"take me back to the house in the backyard tree","Mary's Song (Oh My My My)"
"182","Taylor Swift","Taylor Swift",10,8,"said you would beat me up  you were bigger than me","Mary's Song (Oh My My My)"
"183","Taylor Swift","Taylor Swift",10,9,"you never did  you never did","Mary's Song (Oh My My My)"
"184","Taylor Swift","Taylor Swift",10,10,"take me back when our world was one block wide","Mary's Song (Oh My My My)"
"185","Taylor Swift","Taylor Swift",10,11,"i dared you to kiss me and ran when you tried","Mary's Song (Oh My My My)"
"186","Taylor Swift","Taylor Swift",10,12,"just two kids  you and ioh my  my  my  my","Mary's Song (Oh My My My)"
"187","Taylor Swift","Taylor Swift",10,13,"well  i was sixteen when suddenly","Mary's Song (Oh My My My)"
"188","Taylor Swift","Taylor Swift",10,14,"i was not that little girl you used to see","Mary's Song (Oh My My My)"
"189","Taylor Swift","Taylor Swift",10,15,"but your eyes still shined like pretty lights","Mary's Song (Oh My My My)"
"190","Taylor Swift","Taylor Swift",10,16,"and our daddies used to joke about the two of us","Mary's Song (Oh My My My)"
"191","Taylor Swift","Taylor Swift",10,17,"they never believed we would really fall in love","Mary's Song (Oh My My My)"
"192","Taylor Swift","Taylor Swift",10,18,"and our mamas smiled and rolled their eyes","Mary's Song (Oh My My My)"
"193","Taylor Swift","Taylor Swift",10,19,"and said   oh my  my  my ","Mary's Song (Oh My My My)"
"194","Taylor Swift","Taylor Swift",11,1,"i was ridin  shotgun with my hair undone","Our Song"
"195","Taylor Swift","Taylor Swift",11,2,"in the front seat of his car","Our Song"
"196","Taylor Swift","Taylor Swift",11,3,"he got a one hand feel on the steering wheel","Our Song"
"197","Taylor Swift","Taylor Swift",11,4,"the other on my heart","Our Song"
"198","Taylor Swift","Taylor Swift",11,5,"i look around  turn the radio down","Our Song"
"199","Taylor Swift","Taylor Swift",11,6,"he says   baby  is something wrong  i say   nothin   i was just thinkin how we do not have a song and he says","Our Song"
"200","Taylor Swift","Taylor Swift",11,7,"our song is the slamming screen door","Our Song"
"201","Taylor Swift","Taylor Swift",11,8,"sneakin  out late  tapping on your window","Our Song"
"202","Taylor Swift","Taylor Swift",11,9,"when we are on the phone and you talk real slow cause it late and your mama do not know","Our Song"
"203","Taylor Swift","Taylor Swift",11,10,"our song is the way you laugh","Our Song"
"204","Taylor Swift","Taylor Swift",11,11,"the first date   man  i did not kiss her  and i should have and when i got home  fore i said amen","Our Song"
"205","Taylor Swift","Taylor Swift",11,12,"asking god if he could play it again","Our Song"
"206","Taylor Swift","Taylor Swift",11,13,"i was walking up the front porch steps","Our Song"
"207","Taylor Swift","Taylor Swift",11,14,"after everything that day","Our Song"
"208","Taylor Swift","Taylor Swift",11,15,"had gone all wrong or been trampled on","Our Song"
"209","Taylor Swift","Taylor Swift",11,16,"and lost and thrown away","Our Song"
"210","Taylor Swift","Taylor Swift",11,17,"got to the hallway  well on my way","Our Song"
"211","Taylor Swift","Taylor Swift",11,18,"to my lovin  bed","Our Song"
"212","Taylor Swift","Taylor Swift",11,19,"i almost did not notice all the roses","Our Song"
"213","Taylor Swift","Taylor Swift",11,20,"and the note that said","Our Song"
"214","Taylor Swift","Taylor Swift",12,1,"friday night beneath the stars","I’m Only Me When I’m with You"
"215","Taylor Swift","Taylor Swift",12,2,"in a field behind your yard","I’m Only Me When I’m with You"
"216","Taylor Swift","Taylor Swift",12,3,"you and i are painting pictures in the sky","I’m Only Me When I’m with You"
"217","Taylor Swift","Taylor Swift",12,4,"and sometimes we do not say a thing","I’m Only Me When I’m with You"
"218","Taylor Swift","Taylor Swift",12,5,"just listen to the crickets sing","I’m Only Me When I’m with You"
"219","Taylor Swift","Taylor Swift",12,6,"everything i need is right here by my side","I’m Only Me When I’m with You"
"220","Taylor Swift","Taylor Swift",12,7,"and i know everything about you","I’m Only Me When I’m with You"
"221","Taylor Swift","Taylor Swift",12,8,"i do not wanna live without you","I’m Only Me When I’m with You"
"222","Taylor Swift","Taylor Swift",12,9,"i am only up when you are not down","I’m Only Me When I’m with You"
"223","Taylor Swift","Taylor Swift",12,10,"do not wanna fly if you are still on the ground","I’m Only Me When I’m with You"
"224","Taylor Swift","Taylor Swift",12,11,"it like no matter what i do","I’m Only Me When I’m with You"
"225","Taylor Swift","Taylor Swift",12,12,"well  you drive me crazy half the time","I’m Only Me When I’m with You"
"226","Taylor Swift","Taylor Swift",12,13,"the other half  i am only tryna","I’m Only Me When I’m with You"
"227","Taylor Swift","Taylor Swift",12,14,"let you know that what i feel is true","I’m Only Me When I’m with You"
"228","Taylor Swift","Taylor Swift",12,15,"and i am only me when i am with you","I’m Only Me When I’m with You"
"229","Taylor Swift","Taylor Swift",12,16,"just a small town boy and girl","I’m Only Me When I’m with You"
"230","Taylor Swift","Taylor Swift",12,17,"living in a crazy world","I’m Only Me When I’m with You"
"231","Taylor Swift","Taylor Swift",12,18,"tryna figure out what is and is not true","I’m Only Me When I’m with You"
"232","Taylor Swift","Taylor Swift",12,19,"and i do not try to hide my tears","I’m Only Me When I’m with You"
"233","Taylor Swift","Taylor Swift",12,20,"my secrets or my deepest fears","I’m Only Me When I’m with You"
"234","Taylor Swift","Taylor Swift",12,21,"through it all nobody gets me like you do","I’m Only Me When I’m with You"
"235","Taylor Swift","Taylor Swift",13,1,"she can not see the way your eyes","Invisible"
"236","Taylor Swift","Taylor Swift",13,2,"light up when you smile","Invisible"
"237","Taylor Swift","Taylor Swift",13,3,"she will never notice how you stop and stare","Invisible"
"238","Taylor Swift","Taylor Swift",13,4,"whenever she walks by","Invisible"
"239","Taylor Swift","Taylor Swift",13,5,"and you can not see me wanting you the way you want her","Invisible"
"240","Taylor Swift","Taylor Swift",13,6,"but you are everything to me","Invisible"
"241","Taylor Swift","Taylor Swift",13,7,"and i just wanna show you","Invisible"
"242","Taylor Swift","Taylor Swift",13,8,"she do not even know you","Invisible"
"243","Taylor Swift","Taylor Swift",13,9,"she never gonna love you like i want to","Invisible"
"244","Taylor Swift","Taylor Swift",13,10,"and you just see right through me","Invisible"
"245","Taylor Swift","Taylor Swift",13,11,"but if you only knew me","Invisible"
"246","Taylor Swift","Taylor Swift",13,12,"we could be a beautiful","Invisible"
"247","Taylor Swift","Taylor Swift",13,13,"miracle","Invisible"
"248","Taylor Swift","Taylor Swift",13,14,"unbelievable","Invisible"
"249","Taylor Swift","Taylor Swift",13,15,"instead of just invisible","Invisible"
"250","Taylor Swift","Taylor Swift",13,16,"oh  yeah","Invisible"
"251","Taylor Swift","Taylor Swift",13,17,"there a fire inside of you","Invisible"
"252","Taylor Swift","Taylor Swift",13,18,"that can not help but shine through","Invisible"
"253","Taylor Swift","Taylor Swift",13,19,"she never gonna see the light","Invisible"
"254","Taylor Swift","Taylor Swift",13,20,"no matter what you do","Invisible"
"255","Taylor Swift","Taylor Swift",14,1,"why would you wanna break a perfectly good heart ","A Perfectly Good Heart"
"256","Taylor Swift","Taylor Swift",14,2,"why would you wanna take our love and tear it all apart  now ","A Perfectly Good Heart"
"257","Taylor Swift","Taylor Swift",14,3,"why would you wanna make the very first scar ","A Perfectly Good Heart"
"258","Taylor Swift","Taylor Swift",14,4,"why would you wanna break a perfectly good heart ","A Perfectly Good Heart"
"259","Taylor Swift","Taylor Swift",14,5,"maybe i should have seen the signs","A Perfectly Good Heart"
"260","Taylor Swift","Taylor Swift",14,6,"should have read the writing on the wall","A Perfectly Good Heart"
"261","Taylor Swift","Taylor Swift",14,7,"and realized by the distance in your eyes that i would be the one to fall","A Perfectly Good Heart"
"262","Taylor Swift","Taylor Swift",14,8,"no matter what you say  i still can not believe","A Perfectly Good Heart"
"263","Taylor Swift","Taylor Swift",14,9,"that you would walk away","A Perfectly Good Heart"
"264","Taylor Swift","Taylor Swift",14,10,"it do not make sense to me  but","A Perfectly Good Heart"
"265","Taylor Swift","Taylor Swift",14,11,"why would you wanna break a perfectly good heart ","A Perfectly Good Heart"
"266","Taylor Swift","Taylor Swift",14,12,"why would you wanna take our love and tear it all apart  now ","A Perfectly Good Heart"
"267","Taylor Swift","Taylor Swift",14,13,"why would you wanna make the very first scar ","A Perfectly Good Heart"
"268","Taylor Swift","Taylor Swift",14,14,"why would you wanna break a perfectly good heart ","A Perfectly Good Heart"
"269","Taylor Swift","Taylor Swift",14,15,"it not unbroken anymore","A Perfectly Good Heart"
"270","Taylor Swift","Taylor Swift",14,16,"how do i get it back the way it was before ","A Perfectly Good Heart"
"271","Taylor Swift","Taylor Swift",14,17,"why would you wanna break a perfectly good heart ","A Perfectly Good Heart"
"272","Taylor Swift","Taylor Swift",14,18,"why would you wanna take our love and tear it all apart  now ","A Perfectly Good Heart"
"273","Taylor Swift","Taylor Swift",14,19,"why would you wanna make the very first scar ","A Perfectly Good Heart"
"274","Taylor Swift","Taylor Swift",14,20,"why would you wanna break  why would you wanna break it ","A Perfectly Good Heart"
"275","Taylor Swift","Taylor Swift",14,21,"why would you wanna break a perfectly good heart ","A Perfectly Good Heart"
"276","Taylor Swift","Taylor Swift",14,22,"why would you wanna take our love and tear it all apart  now ","A Perfectly Good Heart"
"277","Taylor Swift","Taylor Swift",14,23,"why would you wanna make the very first scar ","A Perfectly Good Heart"
"278","Taylor Swift","Taylor Swift",14,24,"why would you wanna break a perfectly good heart ","A Perfectly Good Heart"
"279","Taylor Swift","Fearless (Taylor's Version)",1,1,"there something  bout the way","Fearless (Taylor's Version)"
"280","Taylor Swift","Fearless (Taylor's Version)",1,2,"the street looks when it just rained","Fearless (Taylor's Version)"
"281","Taylor Swift","Fearless (Taylor's Version)",1,3,"there a glow off the pavement  you walk me to the car","Fearless (Taylor's Version)"
"282","Taylor Swift","Fearless (Taylor's Version)",1,4,"and you know i wanna ask you to dance right there","Fearless (Taylor's Version)"
"283","Taylor Swift","Fearless (Taylor's Version)",1,5,"in the middle of the parking lot  yeah","Fearless (Taylor's Version)"
"284","Taylor Swift","Fearless (Taylor's Version)",1,6,"oh  yeah","Fearless (Taylor's Version)"
"285","Taylor Swift","Fearless (Taylor's Version)",1,7,"we are driving down the road  i wonder if you know","Fearless (Taylor's Version)"
"286","Taylor Swift","Fearless (Taylor's Version)",1,8,"i am trying so hard not to get caught up now","Fearless (Taylor's Version)"
"287","Taylor Swift","Fearless (Taylor's Version)",1,9,"but you are just so cool  run your hands through your hair","Fearless (Taylor's Version)"
"288","Taylor Swift","Fearless (Taylor's Version)",1,10,"absent mindedly making me want you","Fearless (Taylor's Version)"
"289","Taylor Swift","Fearless (Taylor's Version)",1,11,"and i do not know how it gets better than this","Fearless (Taylor's Version)"
"290","Taylor Swift","Fearless (Taylor's Version)",1,12,"you take my hand and drag me head first  fearless","Fearless (Taylor's Version)"
"291","Taylor Swift","Fearless (Taylor's Version)",1,13,"and i do not know why but with you i would dance","Fearless (Taylor's Version)"
"292","Taylor Swift","Fearless (Taylor's Version)",1,14,"in a storm in my best dress  f arless","Fearless (Taylor's Version)"
"293","Taylor Swift","Fearless (Taylor's Version)",1,15,"so  baby  drive slow  til we run out of road in this on  horse town","Fearless (Taylor's Version)"
