"","Song","Album","Lyric"
"6187","If This Was a Movie","Speak Now","stand in the rain outside till i came out"
"6188","If This Was a Movie","Speak Now","come back  come back  come back to me like"
"6189","If This Was a Movie","Speak Now","you could  you could if you just said you are sorry"
"6190","If This Was a Movie","Speak Now","i know that we could work it out somehow"
"6191","If This Was a Movie","Speak Now","but if this was a movie you would be here by now"
"6192","If This Was a Movie","Speak Now","i know people change and these things happen"
"6193","If This Was a Movie","Speak Now","but i remember how it was back then"
"6194","If This Was a Movie","Speak Now","wrapped up in your arms and our friends were laughing"
"6195","If This Was a Movie","Speak Now"," cause nothing like this ever happened to them"
"6196","If This Was a Movie","Speak Now","now i am pacing down the hall  chasing down your street"
"6197","If This Was a Movie","Speak Now","flashback to the night when you said to me"
"6198","If This Was a Movie","Speak Now"," nothing gonna change  not for me and you "
"6199","If This Was a Movie","Speak Now","not before i knew how much i had to lose"
"6200","If This Was a Movie","Speak Now","come back  come back  come back to me like"
"6201","If This Was a Movie","Speak Now","if you are out there  if you are somewhere  if you are moving on"
"6202","If This Was a Movie","Speak Now","i have been waiting for you every day since you have been gone"
"6203","If This Was a Movie","Speak Now","i just want it back the way it was before"
"6204","If This Was a Movie","Speak Now","and i just want to see you back at my front door"
"6205","If This Was a Movie","Speak Now","and i say   come back  come back  come back to me like"
"6206","If This Was a Movie","Speak Now","you would before you said it not that easy"
"6207","If This Was a Movie","Speak Now","before the fight  before i locked you out "
"6208","If This Was a Movie","Speak Now","but i take it all back now"
"6209","If This Was a Movie","Speak Now","come back  come back  come back to me like"
"6210","If This Was a Movie","Speak Now","you would be here by now"
"6211","If This Was a Movie","Speak Now","it not the kind of ending you want to see now"
"6212","If This Was a Movie","Speak Now","baby  what about the ending "
"6213","If This Was a Movie","Speak Now","oh  i thought you would be here by now"
"6214","If This Was a Movie","Speak Now","thought you would be here by now"
"6215","Ours","Speak Now","elevator buttons and morning air"
"6216","Ours","Speak Now","strangers  silence makes me want to take the stairs"
"6217","Ours","Speak Now","if you were here  we would laugh about their vacant stares"
"6218","Ours","Speak Now","but right now  my time is theirs"
"6219","Ours","Speak Now","seems like there always someone who disapproves"
"6220","Ours","Speak Now","they will judge it like they know about me and you"
"6221","Ours","Speak Now","and the verdict comes from those with nothing else to do"
"6222","Ours","Speak Now","the jury out  but my choice is you"
"6223","Ours","Speak Now","so do not you worry your pretty little mind"
"6224","Ours","Speak Now","people throw rocks at things that shine"
"6225","Ours","Speak Now","and life makes love look hard"
"6226","Ours","Speak Now","the stakes are high  the water rough"
"6227","Ours","Speak Now","but this love is ours"
"6228","Ours","Speak Now","you never know what people have up their sleeves"
"6229","Ours","Speak Now","ghosts from your past gonna jump out at me"
"6230","Ours","Speak Now","lurking in the shadows with their lip gloss smiles"
"6231","Ours","Speak Now","but i do not care   cause right now  you are mine"
"6232","Ours","Speak Now","and you will say"
"6233","Ours","Speak Now","do not you worry your pretty little mind"
"6234","Ours","Speak Now","people throw rocks at things that shine"
"6235","Ours","Speak Now","and it not theirs to speculate if it wrong"
"6236","Ours","Speak Now","and your hands are tough  but they are where mine belong"
"6237","Ours","Speak Now","and i will fight their doubt and give you faith"
"6238","Ours","Speak Now","with this song for you"
"6239","Ours","Speak Now"," cause i love the gap between your teeth"
"6240","Ours","Speak Now","and i love the riddles that you speak"
"6241","Ours","Speak Now","and any snide remarks from my father about your tattoos"
"6242","Ours","Speak Now","will be ignored"
"6243","Ours","Speak Now"," cause my heart is yours"
"6244","Ours","Speak Now","so do not you worry your pretty little mind"
"6245","Ours","Speak Now","and life makes love look hard"
"6246","Ours","Speak Now","do not you worry your pretty little mind"
"6247","Ours","Speak Now","people throw rocks at things that shine"
"6248","Ours","Speak Now","but they can not take what ours"
"6249","Ours","Speak Now","they can not take what ours"
"6250","Ours","Speak Now","the stakes are high  the water rough"
"6251","Ours","Speak Now","but this love is ours"
"6252","Superman","Speak Now","tall  dark  and superman"
"6253","Superman","Speak Now","he puts papers in his briefcase and drives away"
"6254","Superman","Speak Now","to save the world or go to work"
"6255","Superman","Speak Now","it the same thing to me"
"6256","Superman","Speak Now","he got his mother eyes  his father ambition"
"6257","Superman","Speak Now","i wonder if he knows how much that i miss him"
"6258","Superman","Speak Now","i hang on every word you say  yay"
"6259","Superman","Speak Now","and you smile and say   how are you  "
"6260","Superman","Speak Now","i say   just fine "
"6261","Superman","Speak Now","i always forget to tell you  i love you"
"6262","Superman","Speak Now","i love you forever"
"6263","Superman","Speak Now","i watch superman fly away"
"6264","Superman","Speak Now","you have got a busy day today"
"6265","Superman","Speak Now","go save the world  i will be around"
"6266","Superman","Speak Now","i watch superman fly away"
"6267","Superman","Speak Now","come back  i will be with you someday"
"6268","Superman","Speak Now","i will be right here on the ground"
"6269","Superman","Speak Now","when you come back down"
"6270","Superman","Speak Now","tall  dark and beautiful"
"6271","Superman","Speak Now","he complicated  he irrational"
"6272","Superman","Speak Now","but i hope someday you will take me away and save the day  yeah"
"6273","Superman","Speak Now","something in his deep brown eyes has me sayin "
"6274","Superman","Speak Now","he not all bad like his reputation"
"6275","Superman","Speak Now","and i can not hear one single word they say"
"6276","Superman","Speak Now","and you will leave  got places to be and i will be okay"
"6277","Superman","Speak Now","i always forget to tell you i love you"
"6278","Superman","Speak Now","i loved you from the very first day"
"6279","Superman","Speak Now","i watch superman fly away"
"6280","Superman","Speak Now","and i watch you fly around the world"
"6281","Superman","Speak Now","and i hope you do not save some other girl"
"6282","Superman","Speak Now","do not forget  do not forget about me"
"6283","Superman","Speak Now","i am far away  but i never let you go"
"6284","Superman","Speak Now","i am love struck and looking out the window"
"6285","Superman","Speak Now","do not forget  do not forget where i will be"
"6286","Superman","Speak Now","right here  wishing the flowers were from you"
"6287","Superman","Speak Now","wishing the card was from you"
"6288","Superman","Speak Now","wishing the call was from you"
"6289","Superman","Speak Now"," cause i loved you from the very first day"
"6290","Superman","Speak Now","i watch superman fly away"
"6291","Superman","Speak Now","go save the world  i will be around"
"6292","Superman","Speak Now","forever and ever here"
"6293","Superman","Speak Now","i watch superman fly away"
"6294","Superman","Speak Now","i swear  i will be with you someday"
"6295","Superman","Speak Now","i will be right here on the ground"
"6296","Superman","Speak Now","la  la  la  la  la  la"
"6297","Superman","Speak Now","la  la  la  la  la  la"
"6298","Superman","Speak Now","when you come back down"
"6299","​it’s time to go","evermore","when your dinner is cold and the chatter gets old"
